reference_id	source_file	reference_kind	target_file	target_selector	selector_type	status
REF-7ebb72e5955f27f51d	assurance/BOOT_LOAD_ORDER.tsv	FILE	assurance/NORM_PHASE_APPLICABILITY.tsv		FILE	RESOLVES
REF-7f03685ee440e2cada	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O028-10	TEST_ID	RESOLVES
REF-7f0afc057e5b196bae	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o014-05&page=108&norm_id=N-O014-05	PDF_SECTION	RESOLVES
REF-7f0def6ad33fc8f126	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O006-05	TEST_ID	RESOLVES
REF-7f125108b67e25de9f	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	02_Temnik_Personal_Layer_v2.22_EN.pdf	section_id=t-n-017&page=10&norm_id=T-N-017	PDF_SECTION	RESOLVES
REF-7f1c6857cd0b64e3d0	repair/REPAIR_PLAN_v2.22.tsv	REPAIR_EVIDENCE	migration/MIGRATION_v2.20_to_v2.22.tsv	MIG-F-219-004	MIGRATION_ID	RESOLVES
REF-7f223c44ae4a1f5144	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-PACKAGE-WIDE-REFERENCE-CLOSURE	TEST_ID	RESOLVES
REF-7f278498e420254759	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-035-POS	TEST_ID	RESOLVES
REF-7f27bfbca92f7a1fba	MANIFEST.json	FILE	machine/FOUNDATION_CLASSIFICATION.json		FILE	RESOLVES
REF-7f4ec39daf68486ddb	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-069	TEST_ID	RESOLVES
REF-7f5c98a84bb7d78138	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	migration/MIGRATION_v2.20_to_v2.22.tsv	MIG-F-219-011	MIGRATION_ID	RESOLVES
REF-7f663e97e91127e481	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o028-03&page=162&norm_id=N-O028-03	PDF_SECTION	RESOLVES
REF-7f688ad0b4d5aa9763	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O010-02	NODE_ID	RESOLVES
REF-7f77805707e3a058ee	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o019-06&page=128&norm_id=N-O019-06	PDF_SECTION	RESOLVES
REF-7f8f03b1dd2680a930	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O005-01-NEG	TEST_ID	RESOLVES
REF-7f91df7d873369ed07	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O016-02-NEG	TEST_ID	RESOLVES
REF-7fab9ae54f942acb47	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-033-POS	TEST_ID	RESOLVES
REF-7fc3286646722d0ec4	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O023-03-POS	TEST_ID	RESOLVES
REF-7fc5170dbfe5f6827c	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O002-04	TEST_ID	RESOLVES
REF-7fd4bc1aacf3e1504d	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O001-04-POS	TEST_ID	RESOLVES
REF-7fd5212f932275d6bc	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O007-02-NEG	TEST_ID	RESOLVES
REF-7ff9c895a7036a9598	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O006-03	NODE_ID	RESOLVES
REF-7ffb735e9c995a0850	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o026-06&page=156&norm_id=N-O026-06	PDF_SECTION	RESOLVES
REF-8002ea56dc720c862e	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O028-02	TEST_ID	RESOLVES
REF-80123263685b23cfca	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-036-POS	TEST_ID	RESOLVES
REF-8013f7749cdd4b48c4	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-066-NEG	TEST_ID	RESOLVES
REF-802752e1182ddf8ff5	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-029-POS	TEST_ID	RESOLVES
REF-8031552c622121e7fd	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O028-03	TEST_ID	RESOLVES
REF-803acd59afba7f08b7	MANIFEST.json	FILE	runtime/SUBSTRATE_PROFILE_AI_HUMAN_MEMORY.json		FILE	RESOLVES
REF-805919b93ea2457ff7	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O006-10-POS	TEST_ID	RESOLVES
REF-8061f31e4e8885373f	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O011-01-NEG	TEST_ID	RESOLVES
REF-806493635fb9c2ec3e	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O015-04	NODE_ID	RESOLVES
REF-8065e05ed6bcd6d3dd	repair/REPAIR_PLAN_v2.22.tsv	TEST_ID	assurance/TEST_REGISTRY.json	TEST-F-221-007-CLOSURE	TEST_ID	RESOLVES
REF-8066d8877cde261424	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O016-02	NODE_ID	RESOLVES
REF-806a350127aacebd33	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	02_Temnik_Personal_Layer_v2.22_EN.pdf	section_id=t-n-021&page=12&norm_id=T-N-021	PDF_SECTION	RESOLVES
REF-806ba27d62c94c651e	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O018-10-NEG	TEST_ID	RESOLVES
REF-8075378e24b44d1a9f	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O013-06	NODE_ID	RESOLVES
REF-80764c070750155385	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O004-02-NEG	TEST_ID	RESOLVES
REF-807b52445dab9c693a	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-221-006-REGRESSION	TEST_ID	RESOLVES
REF-80924992aa3f0fb8f7	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O006-07	TEST_ID	RESOLVES
REF-8092c21d51d78eb43c	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O006-04	TEST_ID	RESOLVES
REF-80a22dc97f2d04e888	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-INPUT-CONTAINER-STRUCTURE	TEST_ID	RESOLVES
REF-80a2d1957efaf42292	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o004-04&page=68&norm_id=N-O004-04	PDF_SECTION	RESOLVES
REF-80a2e135b2c35dfaed	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o011-01&page=94&norm_id=N-O011-01	PDF_SECTION	RESOLVES
REF-80a940e02d605f58e7	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O026-05	NODE_ID	RESOLVES
REF-80bc467ef3860393ae	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O026-06-NEG	TEST_ID	RESOLVES
REF-80ca30a88cddbee295	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-HOLD-RETURN-STATE	TEST_ID	RESOLVES
REF-80d5c52146a9c94843	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O019-03-POS	TEST_ID	RESOLVES
REF-80db31632f53c5004d	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-089-POS	TEST_ID	RESOLVES
REF-80dff112fd56afd760	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O019-05	NODE_ID	RESOLVES
REF-80e6a015733615245f	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O011-06	NODE_ID	RESOLVES
REF-810d223719090d360a	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-024-POS	TEST_ID	RESOLVES
REF-810e6b03ada9e5f3d9	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-ARTIFACT-STRUCTURE	TEST_ID	RESOLVES
REF-81129315322982bddb	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O018-06	NODE_ID	RESOLVES
REF-8112f56a4fd5a404c2	migration/MIGRATION_v2.20_to_v2.22.tsv	CHECK_ID	assurance/VALIDATION_SPEC.json	CHECK-F-220-014	CHECK_ID	RESOLVES
REF-812525b768583ff3e5	assurance/TEST_REGISTRY.json	PROJECTION_SPEC_REF	assurance/CYCLE_CROSSWALK.json	phase_id=C08	TSV_PRIMARY_KEY	RESOLVES
REF-812cce93d834078f6a	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-056-POS	TEST_ID	RESOLVES
REF-812f0de45ec31d7a51	MANIFEST.json	FILE	assurance/STATIC_TEST_SUMMARY.json		FILE	RESOLVES
REF-81449c172a4e342b35	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-POSITION-BEHAVIOR	TEST_ID	RESOLVES
REF-81518e9d6b3c9e17ae	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O006-07-NEG	TEST_ID	RESOLVES
REF-81676e93ca234e088f	repair/REPAIR_PLAN_v2.22.tsv	MIGRATION_ID	migration/MIGRATION_FINDINGS_v2.21_to_v2.22.tsv	MIG-222-FINDING-005	MIGRATION_ID	RESOLVES
REF-816bdb558700dc062c	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o025-05&page=151&norm_id=N-O025-05	PDF_SECTION	RESOLVES
REF-817c797de791338e80	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O024-01-POS	TEST_ID	RESOLVES
REF-819dcb80ef4e86b36e	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	PROFILE-SAFETY	NODE_ID	RESOLVES
REF-81a1a43b585973ca16	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O021-04	TSV_PRIMARY_KEY	RESOLVES
REF-81a79f5a22af014d05	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-093-POS	TEST_ID	RESOLVES
REF-81ad01160152caf58d	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-gen-089&page=50&norm_id=N-GEN-089	PDF_SECTION	RESOLVES
REF-81b2d8a3f418199ee1	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O007-07	TSV_PRIMARY_KEY	RESOLVES
REF-81bd2de67c53016759	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O018-03	NODE_ID	RESOLVES
REF-81c9caae6e48aae78b	repair/REPAIR_PLAN_v2.22.tsv	TEST_ID	assurance/TEST_REGISTRY.json	TEST-F-221-009-REGRESSION	TEST_ID	RESOLVES
REF-81e0446df1de69eba1	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	fixtures/ALIAS_FIXTURES.json	alias=ValuableUnknown&case=NEG	TSV_PRIMARY_KEY	RESOLVES
REF-81e0a544058e4ce018	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-220-007-REGRESSION	TEST_ID	RESOLVES
REF-820a5b0047683abebd	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O016-07	TSV_PRIMARY_KEY	RESOLVES
REF-820fa13ff72891bac3	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O017-03	TEST_ID	RESOLVES
REF-82202f681a0cde8b3b	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o019-06&page=128&norm_id=N-O019-06	PDF_SECTION	RESOLVES
REF-822b24edf7c3d9fe26	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O023-06-NEG	TEST_ID	RESOLVES
REF-822b7686a8cf7bde6e	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O002-05	TEST_ID	RESOLVES
REF-82436ca924548fbcf7	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-065	TEST_ID	RESOLVES
REF-82674ef3d885725718	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O026-07-POS	TEST_ID	RESOLVES
REF-8269a6dabb5ed68de3	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O008-06	TSV_PRIMARY_KEY	RESOLVES
REF-8289e09ea6f5ac2e99	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-086-NEG	TEST_ID	RESOLVES
REF-828dd56cbad252bcfe	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O006-10	NODE_ID	RESOLVES
REF-8291f9763313947590	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o013-03&page=103&norm_id=N-O013-03	PDF_SECTION	RESOLVES
REF-82a1cb62d6bf5d5151	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O012-10-NEG	TEST_ID	RESOLVES
REF-82af50df5f04512fe1	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=Representation	TSV_PRIMARY_KEY	RESOLVES
REF-82d2ade93053a00485	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=T-N-012	TSV_PRIMARY_KEY	RESOLVES
REF-82d37641660ec47251	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O014-06-NEG	TEST_ID	RESOLVES
REF-82d4882a4046afaa1c	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-PHILOSOPHICALMACHINE-BEHAVIOR	TEST_ID	RESOLVES
REF-82d80615b455c484c6	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=T-N-003	TSV_PRIMARY_KEY	RESOLVES
REF-82deb744957757de43	MANIFEST.json	FILE	assurance/BOOT_LOAD_ORDER.tsv		FILE	RESOLVES
REF-82ebf7c2af12b02448	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	THM-N-GEN-005	NODE_ID	RESOLVES
REF-82f04c0b2177b58117	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-219-005-CLOSURE	TEST_ID	RESOLVES
REF-82fe02cbcf9a252f6c	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o004-05&page=68&norm_id=N-O004-05	PDF_SECTION	RESOLVES
REF-83065b0a4848dec26f	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-GEN-097	TSV_PRIMARY_KEY	RESOLVES
REF-8325bc2cbdf210876c	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O025-06-NEG	TEST_ID	RESOLVES
REF-832a3344f74a7e0444	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-029-NEG	TEST_ID	RESOLVES
REF-833bbe92092de97974	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-GEN-057	TSV_PRIMARY_KEY	RESOLVES
REF-833c7d6642d2d8ae80	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-SNAPSHOT-STRUCTURE	TEST_ID	RESOLVES
REF-833f4d62155326cd77	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O008-03-NEG	TEST_ID	RESOLVES
REF-83497778125433fbb9	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o015-02&page=110&norm_id=N-O015-02	PDF_SECTION	RESOLVES
REF-83583aa5ae9640e06b	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O006-03-POS	TEST_ID	RESOLVES
REF-8362c5cb5ef2c341bd	assurance/BOOT_LOAD_ORDER.tsv	FILE	schema/VALIDATION_RECEIPT_SCHEMA.json		FILE	RESOLVES
REF-83889190559e21ab14	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O001-02	NODE_ID	RESOLVES
REF-8392a7c8e3fc6c5215	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-221-007-REGRESSION	TEST_ID	RESOLVES
REF-8392db48f18d34da8a	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O008-07-POS	TEST_ID	RESOLVES
REF-83cddd4ad00bb0ebec	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-009-POS	TEST_ID	RESOLVES
REF-83d89ba0d3d96921d9	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=Risk	TSV_PRIMARY_KEY	RESOLVES
REF-840e3cc0f99c6a6e90	repair/REPAIR_PLAN_v2.22.tsv	MIGRATION_ID	migration/MIGRATION_v2.20_to_v2.22.tsv	MIG-F-219-001	MIGRATION_ID	RESOLVES
REF-8412996a82e463a148	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O017-10	NODE_ID	RESOLVES
REF-841abc70dd78f22fb4	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	02_Temnik_Personal_Layer_v2.22_EN.pdf	section_id=t-n-015&page=9&norm_id=T-N-015	PDF_SECTION	RESOLVES
REF-841e758e0a7ecee550	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-220-011-CLOSURE	TEST_ID	RESOLVES
REF-841f42f2c7858c9186	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O010-03-NEG	TEST_ID	RESOLVES
REF-84247d6043c7c69d9b	MANIFEST.json	FILE	runtime/SPECIFICATION_CHECK_RECEIPT.json		FILE	RESOLVES
REF-8431fd389468f62a50	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-PROFILE-TP-OBJECT-STRUCTURE	TEST_ID	RESOLVES
REF-8433455116735532d2	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	machine/CORE_CANON.json	/predicate_dsl	JSON_POINTER	RESOLVES
REF-843806bf2b08640396	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=Phenomenon	TSV_PRIMARY_KEY	RESOLVES
REF-8441fec22e206d02c7	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O009-05-NEG	TEST_ID	RESOLVES
REF-844b05b4f76552c42e	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=PhilosophicalMachine	TSV_PRIMARY_KEY	RESOLVES
REF-844fc6e778a68a34a5	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o027-05&page=159&norm_id=N-O027-05	PDF_SECTION	RESOLVES
REF-8452c9da63d55d4ffb	assurance/BUILD_DEPENDENCY_DAG.tsv	FILE	repair/DECISION_LOG_v2.22.tsv		FILE	RESOLVES
REF-847f313ef2020cf023	repair/REPAIR_PLAN_v2.22.tsv	CHECK_ID	assurance/VALIDATION_SPEC.json	CHECK-F-219-008	CHECK_ID	RESOLVES
REF-848a52ef3b155ebb22	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O002-05	TEST_ID	RESOLVES
REF-849ae922f4cd46cfa0	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-059	TEST_ID	RESOLVES
REF-84ac8bf071ce8f9e49	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-gen-075&page=43&norm_id=N-GEN-075	PDF_SECTION	RESOLVES
REF-84ae3481d92b2ccd6e	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o004-05&page=68&norm_id=N-O004-05	PDF_SECTION	RESOLVES
REF-84b45df8a21bf8b108	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-DEFECT-BEHAVIOR	TEST_ID	RESOLVES
REF-84c0760dee99e0742a	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-089	TEST_ID	RESOLVES
REF-84c155d4cae2387908	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/TEST_VECTORS.json	/tests/2	JSON_POINTER	RESOLVES
REF-84d164b3a4a199a9f4	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O012-05-NEG	TEST_ID	RESOLVES
REF-84d27af193a5f6cc10	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-027	TEST_ID	RESOLVES
REF-84d6e1a0086ee32b75	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o017-01&page=118&norm_id=N-O017-01	PDF_SECTION	RESOLVES
REF-84dcf8d32503186deb	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-057-POS	TEST_ID	RESOLVES
REF-851a86cebe93ad3438	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-040	TEST_ID	RESOLVES
REF-851cd0eb6053327d74	MANIFEST.json	FILE	03_Publication_Candidates_v2.22_EN.pdf		FILE	RESOLVES
REF-85245137087154f42b	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-gen-001&page=6&norm_id=N-GEN-001	PDF_SECTION	RESOLVES
REF-8526065de02276867b	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=principle-cp-05&page=3	PDF_SECTION	RESOLVES
